INDEX,DATE,GPS_N,GPS_W,Site ID,SITE,JD,CJD,MO,DAY,YR,TIME,Q_CFS,STAFF_GAGE_FT,TEMP_C,TEMP_CALC,TEMP_ACT,TEMP_DIFF,COND_MS_CM,COND_US_CM,COND_CALC,COND_ACT,COND_DIFF,DO_MGL,DO_CALC,DO_ACT,DO_DIFF,PH,PH_CALC,PH_ACT,PH_DIFF,PSAT_PERC,PSAT_CALC,PSAT_ACT,PSAT_DIFF,TP_MGL,TP_DUP,TP_DIFF,TP_RPD,TP_PASS_FAIL,PO4_MGL,PO4_DUP,PO4_DIFF,PO4_RPD,PO4_PASS_FAIL,NH4_MGL,NH4_DUP,NH4_DIFF,NH4_RPD,NH4_PASS_FAIL,NO3NO2_MGL,NO3NO2_DUP,NO3NO2_DIFF,NO3NO2_RPD,NO3NO2_PASS_FAIL,TN_MGL,TN_DUP,TN_DIFF,TN_RPD,TN_PASS_FAIL,CL_MGL,CL_DUP,CL_DIFF,CL_RPD,CL_PASS_FAIL,TSS_MGL,TSS_DUP,TSS_DIFF,TSS_RPD,TSS_PASS_FAIL,CHLA_UGL,CHLA_DUP,CHLA_DIFF,CHLA_RPD,CHLA_PASS_FAIL,PHAE_UGL,PHAE_DUP,PHAE_DIFF,PHAE_RPD,PHAE_PASS_FAIL,BOD5_MGL,BOD5_DUP,BOD5_DIFF,BOD5_QAQC,BOD5_PASS_FAIL,NOTES
57,5/21/02,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,141,506,5,21,2002,948,126.00,,5.95,,,,0.0509,50.9,147.0,144.0,3.0,11.35,7.66,7.51,0.15,7.56,10.06,10.25,0.19,107.3,100.0,97.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samples thrown out because of mix-up
58,5/29/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,149,514,5,29,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,0.035,,,,,0.031,,,,,0.005,,,,,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,6/19/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,170,535,6,19,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.061,,,,,0.038,,,,,0.043,,,,,0.012,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,7/2/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,183,548,7,2,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.065,,,,,0.040,,,,,0.010,,,,,0.010,,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,7/17/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,198,563,7,17,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.064,,,,,0.038,,,,,0.027,,,,,0.005,,,,,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,7/24/02,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,205,570,7,24,2002,1330,,,20.95,,,,0.1133,113.3,147.0,143.0,4.0,9.80,7.28,7.18,0.10,8.64,10.02,10.08,0.06,128.5,100.0,98.5,1.5,0.070,,,,,0.044,,,,,0.005,,,,,0.005,,,,,0.229,,,,,1.00,,,,,9.20,,,,,,,,,,,,,,,,,,,,
63,7/31/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,212,577,7,31,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.049,,,,,0.030,,,,,0.025,,,,,0.012,,,,,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8/7/02,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,219,584,8,7,2002,1214,,,17.14,,,,0.1202,120.2,147.0,143.0,4.0,9.46,7.29,6.86,0.43,8.49,10.07,10.06,0.01,113.0,100.0,96.8,3.2,0.051,,,,,0.037,,,,,0.021,,,,,0.010,,,,,0.193,,,,,1.00,,,,,3.30,,,,,,,,,,,,,,,,,,,,
65,8/20/02,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,232,597,8,20,2002,1227,,,17.52,,,,0.1132,113.2,147.0,133.0,14.0,9.32,7.51,7.23,0.28,8.55,10.05,10.04,0.01,113.9,100.0,96.0,4.0,0.059,,,,,0.038,,,,,0.005,,,,,0.005,,,,,0.165,,,,,1.30,,,,,5.60,,,,,,,,,,,,,,,,,,,,
66,8/20/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,232,597,8,20,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.049,,,,,0.031,,,,,0.005,,,,,0.005,,,,,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9/4/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,247,612,9,4,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,,,0.033,,,,,0.005,,,,,0.005,,,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9/18/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,261,626,9,18,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,,,0.034,,,,,0.026,,,,,0.005,,,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10/3/02,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,276,641,10,3,2002,1310,,,11.25,18.52,18.53,0.01,0.1035,103.5,147.0,142.0,5.0,9.61,7.94,7.68,0.26,8.44,10.06,10.12,0.06,101.7,100.0,96.4,3.6,0.050,,,,,0.039,,,,,0.005,,,,,0.022,,,,,0.221,,,,,0.90,,,,,3.80,,,,,,,,,,,,,,,,,,,,equipment breakdown
70,10/24/02,"N 42-35'29.4""","W 121-42'04.2""",Kankaum Springs,SR0180,297,662,10,24,2002,1445,24.60,,11.40,18.60,18.66,0.06,0.0821,82.1,147.0,149.0,2.0,8.14,7.92,7.55,0.37,8.53,10.07,10.08,0.01,88.1,100.0,95.1,4.9,0.076,,,,,0.065,,,,,0.005,,,,,0.054,,,,,0.050,,,,,0.25,,,,,0.67,,,,,,,,,,,,,,,,,,,,
71,10/24/02,"N 42-36'14.9""","W 121-42'10.6""",Lalo Springs,SR0190,297,662,10,24,2002,1420,,,9.16,18.60,18.66,0.06,0.0788,78.8,147.0,149.0,2.0,11.18,7.92,7.55,0.37,8.76,10.07,10.08,0.01,114.6,100.0,95.1,4.9,0.067,,,,,0.052,,,,,0.024,,,,,0.011,,,,,0.159,,,,,0.60,,,,,0.25,,,,,,,,,,,,,,,,,,,,
72,10/24/02,"N 42-27'00.2""","W 121-14'32.7""",Anderson Springs,SR0170,297,662,10,24,2002,1105,11.89,,12.89,18.60,18.66,0.06,0.0824,82.4,147.0,149.0,2.0,8.86,7.92,7.55,0.37,8.81,10.07,10.08,0.01,104.1,100.0,95.1,4.9,0.062,,,,,0.055,,,,,0.005,,,,,0.049,,,,,0.078,,,,,0.80,,,,,0.54,,,,,,,,,,,,,,,,,,,,
73,10/31/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,304,669,10,31,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,0.033,,,,,0.023,,,,,0.005,,,,,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,11/19/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,323,688,11,19,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.056,0.056,0.000,0.000,pass,0.037,0.038,0.001,2.667,pass,0.005,0.011,0.006,75.000,pass,0.005,0.005,0.000,0.000,pass,0.152,0.164,0.012,7.595,pass,,,,,,,,,,,,,,,,,,,,,,,,,,
75,11/26/02,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,330,695,11,26,2002,1300,248.12,1.34,2.53,18.00,18.02,0.02,0.1101,110.1,147.0,149.0,2.0,12.00,8.13,8.06,0.07,7.90,10.07,10.08,0.01,101.1,100.0,99.0,1.0,0.056,,,,,0.041,,,,,0.017,,,,,0.005,,,,,0.176,,,,,0.90,,,,,2.00,,,,,,,,,,,,,,,,,,,,
76,12/9/02,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,343,708,12,9,2002,1016,,,,,,,0.0854,85.4,147.0,139.0,8.0,11.97,7.81,7.56,0.25,7.73,10.09,10.17,0.08,95.0,100.0,96.4,3.6,0.036,,,,,0.033,,,,,0.005,,,,,0.011,,,,,0.122,,,,,0.25,,,,,0.60,,,,,,,,,,,,,,,,,,,,ice no flow measurment
77,12/10/02,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,344,709,12,10,2002,,,,,,,,,,,,,,,,,,,,,,,,,0.050,,,,,0.036,,,,,0.005,,,,,0.005,,,,,0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,12/11/02,"N42-26'52.1""","W121-14'11.7""",USGS Gage,SR0130,345,710,12,11,2002,1312,132.60,,6.61,20.10,20.11,0.01,0.0897,89.7,147.0,145.0,2.0,9.99,7.81,7.98,0.17,7.83,10.07,10.11,0.04,94.6,100.0,102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,12/16/02,"N42-26'52.1""","W121-14'11.7""",USGS Gage,SR0130,350,715,12,16,2002,1146,154.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1/6/03,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,6,736,1,6,2003,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.072,0.003,4.082,pass,0.052,0.053,0.001,1.905,pass,0.015,0.005,0.010,100.000,pass,0.025,0.027,0.002,7.692,pass,0.329,0.285,0.044,14.332,pass,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1/14/03,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,14,744,1,14,2003,1231,,,0.79,17.50,17.40,0.10,0.0419,41.9,147.0,145.0,2.0,11.30,7.72,6.92,0.80,7.70,10.10,10.09,0.01,91.0,100.0,89.4,10.6,0.219,,,,,0.026,,,,,0.018,,,,,0.031,,,,,1.210,,,,,0.70,,,,,112.00,,,,,,,,,,,,,,,,,,,,
82,1/23/03,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,23,753,1,23,2003,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.077,0.005,6.711,pass,0.044,0.047,0.003,6.593,pass,0.016,0.015,0.001,6.452,pass,0.038,0.012,0.026,104.000,fail,0.386,0.357,0.029,7.806,pass,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2/3/03,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,34,764,2,3,2003,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,0.044,,,,,0.027,,,,,0.042,,,,,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2/20/03,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,51,781,2,20,2003,,,,,,,,,,,,,,,,,,,,,,,,,0.081,,,,,0.054,,,,,0.020,,,,,0.014,,,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,3/5/03,"N42-34'04.9""","W121-51'52.3""",Sprague R @ Kircher's Bridge,WR1000,64,794,3,5,2003,,,,,,,,,,,,,,,,,,,,,,,,,0.055,,,,,0.038,,,,,0.011,,,,,0.010,,,,,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3/27/03,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,86,816,3,27,2003,940,,,4.78,19.60,19.72,0.12,0.0482,48.2,147.0,146.0,1.0,11.39,8.08,8.15,0.07,7.45,10.08,10.09,0.01,101.8,100.0,100.4,0.4,0.097,,,,,0.020,,,,,0.037,,,,,0.023,,,,,0.581,,,,,0.70,,,,,35.00,,,,,,,,,,,,,,,,,,,,
87,8/26/03,"N 42-35'29.4""","W 121-42'04.2""",Kankaum Springs,SR0180,238,968,8,26,2003,1542,31.11,,13.00,19.90,20.20,0.30,0.0624,62.4,,,,,,,,,,,,,,,,0.071,0.073,0.002,2.778,pass,0.068,0.066,0.002,2.985,pass,0.005,0.005,0.000,0.000,pass,0.038,0.037,0.001,2.667,pass,0.050,0.050,0.000,0.000,pass,0.68,0.59,0.09,14.17,pass,,,,,,,,,,,,,,,,,,,,,
88,8/26/03,"N 42-36'14.9""","W 121-42'10.6""",Lalo Springs,SR0190,238,968,8,26,2003,1427,1.23,,17.80,19.90,20.20,0.30,0.0684,68.4,,,,,,,,,,,,,,,,0.059,,,,,0.028,,,,,0.012,,,,,0.014,,,,,0.259,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,
89,8/27/03,"N 42-27'00.2""","W 121-14'32.7""",Anderson Springs,SR0170,239,969,8,27,2003,1320,10.82,,14.58,20.68,20.70,0.02,0.0800,80.0,147.0,146.5,0.5,10.38,7.59,7.74,0.15,8.92,10.05,10.07,0.02,117.5,100.0,101.4,1.4,0.057,0.057,0.000,0.000,pass,0.052,0.052,0.000,0.000,pass,0.005,0.005,0.000,0.000,pass,0.036,0.038,0.002,5.405,pass,0.050,0.050,0.000,0.000,pass,1.17,1.17,0.00,0.00,pass,,,,,,,,,,,,,,,,,,,,,
90,8/27/03,"N 42-27'06.1""","W 121-15'29.6""",Spring Creek,SR0160,239,969,8,27,2003,1225,18.28,,15.50,20.68,20.70,0.02,0.0932,93.2,147.0,146.5,0.5,10.08,7.59,7.74,0.15,8.49,10.05,10.07,0.02,117.8,100.0,101.4,1.4,0.062,,,,,0.053,,,,,0.005,,,,,0.005,,,,,0.124,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,
91,8/28/03,"N 42-27'47.5""","W 121-21'30.9""",Irrigation return flow,SR0700,240,970,8,28,2003,1400,1.46,,23.66,20.30,20.38,0.08,0.1880,188.0,147.0,147.0,0.0,10.66,7.64,7.36,0.28,7.85,10.06,10.05,0.01,146.8,100.0,96.1,3.9,0.500,0.510,0.010,1.980,pass,0.010,0.010,0.000,0.000,pass,0.005,0.018,0.013,113.043,fail,0.005,0.005,0.000,0.000,pass,1.130,1.110,0.020,1.786,pass,3.71,3.71,0.00,0.00,pass,21.00,22.00,1.00,4.65,pass,,,,,,,,,,,,,,,,
,7/19/04,,,west side ditch big turn,SRHYDE1,,,7,19,2004,,,,,,,,,,,,,,,,,,,,,,,,,0.137,,,,,0.092,,,,,0.011,,,,,0.005,,,,,0.854,,,,,2.10,,,,,6.00,,,,,,,,,,,,,,,,,,,,
,7/19/04,,,east side diversion big turn,SRHYDE2,,,7,19,2004,,,,,,,,,,,,,,,,,,,,,,,,,0.220,,,,,0.105,,,,,0.019,,,,,0.018,,,,,0.959,,,,,2.20,,,,,20.00,,,,,,,,,,,,,,,,,,,,
,8/4/04,,,west side ditch big turn,SRHYDE1,,,8,4,2004,,,,,,,,,,,,,,,,,,,,,,,,,0.124,,,,,0.086,,,,,0.017,,,,,0.011,,,,,0.781,,,,,1.27,,,,,1.20,,,,,,,,,,,,,,,,,,,,
,8/4/04,,,east side diversion big turn,SRHYDE2,,,8,4,2004,,,,,,,,,,,,,,,,,,,,,,,,,0.218,,,,,0.128,,,,,0.015,,,,,0.010,,,,,0.855,,,,,2.74,,,,,13.00,,,,,,,,,,,,,,,,,,,,
92,10/11/04,,,SR13,,285,1380,10,11,2004,1218,191.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10/11/04,,,SR14,,285,1380,10,11,2004,1353,189.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10/11/04,,,SR15,,285,1380,10,11,2004,1604,194.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,10/12/04,,,SR20,,286,1381,10,12,2004,1158,66.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sand and mud substrate, approx. C channel type"
96,10/12/04,,,SR21,,286,1381,10,12,2004,1327,86.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," hard bottom, sand, mud, bank full flow 70 feet"
97,10/12/04,,,SR22,,286,1381,10,12,2004,1519,106.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 bank full width
98,7/25/05,,,SP 01,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.030,,,,,,,,,,,,,,,,,,,,0.199,,,,,,,,,,,,,,,1.3,,,,,3.3,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
99,7/25/05,,,SP 02,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.052,,,,,,,,,,,,,,,,,,,,0.216,,,,,,,,,,,,,,,9.3,,,,,4.7,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
100,7/25/05,,,SP 03,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.073,,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
101,7/25/05,,,SP 04,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,,,,,,,,,,,,,,,,,,,0.283,,,,,,,,,,,,,,,252,,,,,39,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
102,7/25/05,,,SP 05,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.054,,,,,,,,,,,,,,,,,,,,0.354,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
103,7/25/05,,,SP 06,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.080,,,,,,,,,,,,,,,,,,,,0.419,,,,,,,,,,,,,,,2.7,,,,,3.9,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
104,7/25/05,,,SP 07,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.081,,,,,,,,,,,,,,,,,,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
105,7/25/05,,,SP 08,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.066,,,,,,,,,,,,,,,,,,,,0.406,,,,,,,,,,,,,,,557,,,,,53,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
106,7/25/05,,,SP 09,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
107,7/25/05,,,SP 10,,206,1667,7,25,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,0.245,,,,,,,,,,,,,,,5.3,,,,,2.1,,,,,1.00,,,,,"chloro and phaeo dups available, see lab sheet"
108,7/26/05,,,SP 11,,207,1668,7,26,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.087,,,,,,,,,,,,,,,,,,,,0.253,,,,,,,,,,,,,,,8,,,,,0.05,,,,,1.00,,,,,
109,7/26/05,,,SP 12,,207,1668,7,26,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,0.243,,,,,,,,,,,,,,,2.7,,,,,1.1,,,,,1.00,,,,,
110,7/26/05,,,SP 13,,207,1668,7,26,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.070,,,,,,,,,,,,,,,,,,,,0.267,,,,,,,,,,,,,,,1.3,,,,,4.3,,,,,1.00,,,,,
111,7/26/05,,,SP 14,,207,1668,7,26,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,1.3,,,,,1.5,,,,,1.00,,,,,
112,7/26/05,,,SP 15,,207,1668,7,26,2005,,,,,,,,,,,,,,,,,,,,,,,,,0.070,,,,,,,,,,,,,,,,,,,,0.246,,,,,,,,,,,,,,,4,,,,,0.05,,,,,1.00,,,,,
113,5/1/06,,,SR0210,,121,1947,5,1,2006,1219,0.60,1.34,14.22,17.40,17.71,0.31,0.0139,13.9,147.0,146.0,1.0,10.97,7.79,8.29,0.50,8.48,10.06,10.40,0.34,124.7,100.0,106.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pH not calibrating on quanta, nutrient analysis in-house"